name,author,year,genre,key_words,to_watch,watched
Od pierwszej miłości,Rob Reiner,2010,Komedia;Dramat;Romans,Madeline Carroll;Callan McAuliffe;Rebecca De Mornay;Anthony Edwards;John Mahoney;Penelope Ann Miller;Aidan Quinn;Kevin Weisman;Morgan Lily;Ryan Ketzner;miłość;romans;dramat;komedia;pierwsza miłość;przyjaźń;rodzina;szkoła;relacje,0,0
Szybcy i głupi,Andy Tennant,1997,Komedia;Romans,Matthew Perry;Salma Hayek;Jon Tenney;Carlos Gómez;Tomas Milian;Siobhan Fallon Hogan;John Bennett Perry;Stanley DeSantis;Suzanne Snyder;Anne Betancourt;Jill Clayburgh;komedia;romans;miłość;dramat;zabawa;przypadek;przyjaźń;relacje;kultura amerykańska,0,0
Złota statua,Tade Ogidan,2019,Komedia;Dramat;Filmy Międzynarodowe,Gabriel Afolayan;Kunle Remi;Richard Mofe-Damijo;Sola Sobowale;Kelvin Ikeduba;Kunle Fawole;Norbert Young;Alibaba Akporobome;Segun Arinze;Rycardo Agbor;komedia;dramat;przygoda;przestępczość;poszukiwanie;przyjaźń;humor;emocje;życie codzienne,0,0
Hostel 3,Scott Spiegel,2011,Filmy kultowe;Horror,Kip Pardue;Brian Hallisay;John Hensley;Sarah Habel;Chris Coy;Skyler Stone;Thomas Kretschmann;Zulay Henao;Nickola Shreli;Derrick Carr;horror;kult;przemoc;morderstwo;strach;grupa przyjaciół;krwawa przemoc;akcja;napięcie,0,0
Jestem Sam,Jessie Nelson,2001,Dramat,Sean Penn;Michelle Pfeiffer;Dakota Fanning;Dianne Wiest;Loretta Devine;Richard Schiff;Laura Dern;Brad Silverman;Joseph Rosenberg;Stanley DeSantis;Doug Hutchison;dramat;rodzina;miłość;dziecko;opieka;emocje;adopcja;prawo;relacje;wyzwania,0,0
Love Jones,Theodore Witcher,1997,Komedia;Dramat;Filmy niezależne,Larenz Tate;Nia Long;Isaiah Washington;Lisa Nicole Carson;Bill Bellamy;Leonard Roberts;Bernadette L. Clarke;Khalil Kain;romans;miłość;komedia;dramat;związki;kultura afroamerykańska;przyjaźń;relacje;emocje,0,0
Milionowa dziewczyna,Clint Eastwood,2004,Dramat;Filmy sportowe,Clint Eastwood;Hilary Swank;Morgan Freeman;Anthony Mackie;Jay Baruchel;Mike Colter;Lucia Rijker;Brían F. O'Byrne;Margo Martindale;Riki Lindhome;sport;boks;dramat;wytrwałość;kariera;przełamywanie barier;emocje;rodzina;motywacja,0,0
Mosquita y Mari,Aurora Guerrero,2012,Dramat;Filmy niezależne;LGBTQ,Fenessa Pineda;Venecia Troncoso;Joaquín Garrido;Laura Patalano;Dulce Maria Solis;Marisela Uscanga;Melissa Uscanga;Omar Leyva;Tonita Castro;Paul Alayo;LGBTQ;dramat;przyjaźń;miłość;dorastanie;relacje;emocje;seksualność;rodzina,0,0
Nieugięci 2: Zemsta,Michael Jai White,2011,Akcja;Przygoda;Dramat;Filmy sportowe,Michael Jai White;Dean Geyer;Alex Meraz;Todd Duffee;Scottie Epstein;Jillian Murray;Evan Peters;Stacey Asaro;Gralen Bryant Banks;Rus Blackwell;akcja;sport;walka;przygoda;dramat;zawody;rywalizacja;przetrwanie;uczucia;emocje,0,0
Ninja zabójca,James McTeigue,2009,Akcja;Przygoda,Rain;Naomie Harris;Ben Miles;Rick Yune;Shô Kosugi;Sung Kang;Richard van Weyden;Thorston Manderlay;Wladimir Tarasjanz;Eleonore Weisgerber;ninja;akcja;walka;szkoła ninja;przestępstwo;przygoda;zemsta;sztuki walki;tajemnica;spisek,0,0
Population 436,Michelle MacLaren,2006,Horrory;Thrillery,Jeremy Sisto;Fred Durst;Charlotte Sullivan;David Ames;Cory Cassidy;James Blicq;Martin Trudel;Reva Timbers;Rick Skene;Peter Outerbridge;Dana Horrox;miasteczko;izolacja;tajemnica;przerażenie;horror psychologiczny;klątwa;przetrwanie;sekrety;społeczność;napady;dramat,0,0
Siedem dusz w Zamku Czaszki: Sezon Księżyca Jogen,Hidenori Inoue,2017,Akcja;Dramaty;Filmy międzynarodowe,Sota Fukushi;Taichi Saotome;Shohei Miura;Kenta Suga;Soichi Hirama;Shoko Takada;Ikkei Watanabe;zamek;walka;honor;przyjaźń;lojalność;akcja;przygoda;dramat;młodzież;fantasy,0,0
Siedem dusz w Zamku Czaszki: Sezon Księżyca Kagen,Hidenori Inoue,2017,Akcja;Dramaty;Filmy międzynarodowe,Mamoru Miyano;Hiroki Suzuki;Tomoki Hirose;Ryo Kimura;Kodai Matsuoka;Aki Hano;Tetsuya Chiba;zamek;walka;honor;akcja;przygoda;dramat;fantasy;strategia;lojalność;przyjaźń,0,0
Snajper: Dziedzictwo,Don Michael Paul,2014,Akcja;Przygoda,Tom Berenger;Chad Michael Collins;Doug Allen;Dominic Mafham;Mercedes Mason;Mark Lewis Jones;Nestor Serrano;Dennis Haysbert;Alex Roe;Yana Marinova;snajper;wojna;misja;terroryzm;akcja;przetrwanie;strzały;taktyka;militaria;bezpieczeństwo,0,0
Starsky i Hutch,Todd Phillips,2004,Akcja;Przygoda;Komedia,Ben Stiller;Owen Wilson;Vince Vaughn;Juliette Lewis;Snoop Dogg;Fred Williamson;Jason Bateman;Amy Smart;Carmen Electra;George Cheung;detektywi;policyjna akcja;przestępczość;humor;przygoda;pościgi;kryminalny;buddy cop;komedia akcji,0,0
Ulice ognia,Walter Hill,1984,Akcja;Przygoda;Filmy kultowe;Filmy klasyczne,Michael Paré;Diane Lane;Rick Moranis;Amy Madigan;Willem Dafoe;Deborah Van Valkenburgh;Richard Lawson;Rick Rossovich;Bill Paxton;Lee Ving;miasto;rock;walka;przemoc;akcja;przygoda;muzyka;gangi;kultowy;klasyka;miłość,0,0
Super Potwory: Pewnego razu w rymowance,Steve Ball,2021,Dziecięce;Familijne,Elyse Maloway;Vincent Tong;Andrea Libman;Alessandro Juliani;Nicole Anthony;Erin Mathews;Diana Kaarina;Gigi Saul Guerrero;Asia Mattu;Rukiya Bernard;Ian James Corlett;Britt McKillip;potwory;przygoda;magia;fantasy;przyjaźń;dzieci;familijne;edukacja;humor;emocje,0,0
Swordfish,Dominic Sena,2001,Akcja;Przygoda,John Travolta;Hugh Jackman;Halle Berry;Don Cheadle;Sam Shepard;Vinnie Jones;Drea de Matteo;Rudolf Martin;Zach Grenier;Camryn Grimes;hakerzy;terroryzm;przestępczość;akcja;spiski;napięcie;strzały;przygoda;technologia,0,0
Cztery pory roku,Alan Alda,1981,Komedia;Romans,Alan Alda;Carol Burnett;Len Cariou;Sandy Dennis;Rita Moreno;Jack Weston;Bess Armstrong;Elizabeth Alda;Beatrice Alda;przyjaźń;miłość;komedia;życie rodzinne;romans;humor;relacje;wakacje;przygoda;uczucia,0,0
Królowa dziewcząt,Mika Kaurismäki,2015,Dramaty;Filmy międzynarodowe;Filmy LGBTQ,Malin Buska;Sarah Gadon;Michael Nyqvist;Lucas Bryant;Laura Birn;Hippolyte Girardot;Peter Lohmeyer;François Arnaud;Patrick Bachau;Ville Virtanen;Martina Gedeck;historia;monarchia;władza;feminizm;miłość;dramat;polityka;ambicja;strategia;społeczeństwo;romans,0,0
Tłumacz,Sydney Pollack,2005,Thrillery,"Nicole Kidman;Sean Penn;Catherine Keener;Jesper Christensen;Yvan Attal;Earl Cameron;George Harris;Michael Wright;Clyde Kusatsu;Eric Keenleyside;Hugo Speer,polityka;dyplomacja;morderstwo;thriller;spiski;zagrożenie;akcja;międzynarodowy;napięcie;detektyw",0,0
Mieszanka Lorene Scafaria,,2015,Komedia;Dramaty;Filmy niezależne,Susan Sarandon;Rose Byrne;J.K. Simmons;Cecily Strong;Jerrod Carmichael;Michael McKean;Jason Ritter;Billy Magnussen;Lucy Punch;Sarah Baker;matka;rodzina;komedia;emocje;życie;dramat;przyjaźń;humor;uczucia,0,0
Lustro ma dwie twarze,Barbra Streisand,1996,Komedia;Dramaty;Romans,Barbra Streisand;Jeff Bridges;Lauren Bacall;George Segal;Mimi Rogers;Pierce Brosnan;Brenda Vaccaro;Austin Pendleton;Elle Macpherson;Ali Marsh;Leslie Stefanson;Taina Elg;Lucy Avery Brooke;Amber Smith;romans;komedia;miłość;relacje;dramat;małżeństwo;emocje;napięcie;uczucia,0,0
Niezłomny Josey Wales,Clint Eastwood,1976,Akcja;Przygoda;Filmy klasyczne,Clint Eastwood;Sondra Locke;Chief Dan George;Bill McKinney;John Vernon;Paula Trueman;Sam Bottoms;Geraldine Keams;Woodrow Parfrey;Joyce Jameson;western;akcja;przygoda;zemsta;przetrwanie;dziki zachód;klasyka;strzały;przestępczość,0,0
Gość weselny,Michael Winterbottom,2018,Dramaty;Romans;Thrillery,Dev Patel;Radhika Apte;Jim Sarbh;romans;zagrożenie;akcja;dramat;miłość;ślub;spiski;napięcie,0,0
Wiatr,Emma Tammi,2019,Horrory,Caitlin Gerard;Julia Goldani Telles;Ashley Zukerman;Miles Anderson;Dylan McTee;samotność;horror;napięcie;przerażenie;przetrwanie;domek;strach;tajemnica;klątwa;strach przed nieznanym,0,0
Potem przyszedłeś,Peter Hutchings,2019,Komedia;Dramaty;Filmy niezależne,Asa Butterfield;Maisie Williams;Nina Dobrev;Ken Jeong;Tyler Hoechlin;David Koechner;Peyton List;Tituss Burgess;humor;przyjaźń;dramat;emocje;miłość;życie;nastoletni;romans;komedia obyczajowa,0,0
Witaj w domu,George Ratliff,2018,Thrillery,Aaron Paul;Emily Ratajkowski;Riccardo Scamarcio;Katy Louise Saunders;Alice Bellagamba;zagrożenie;mroczny;thriller;dom;emocje;napięcie;dramat;akcja;tajemnica,0,0
Bo Burnham: Wewnątrz,Bo Burnham,2021,Stand-Up Comedy,Bo Burnham;komedia;stand-up;humor;satira;muzyka;monolog;emocje;internet,0,0
Jedna noc w Lagos,Ekene Som Mekwunye,2021,Komedia;Filmy międzynarodowe,Frank Donga;Gold Ikponmwosa;Ali Nuhu;Eniola Badmus;Ogbolor;Genoveva Umeh;Gbubemi Ejeye;Ajayi Akorede;Serge Noujaim;Nigeria;kultura;komedia;przygoda;noc;przestępczość;humor;społeczeństwo,0,0
Piękno kolateralne,David Frankel,2016,Dramaty,Will Smith;Edward Norton;Kate Winslet;Michael Peña;Helen Mirren;Naomie Harris;Keira Knightley;Jacob Latimore;Ann Dowd;Liza Colón-Zayas;utrata;żal;emocje;dramat;miłość;rodzina;przebaczenie;przemoc;psychologia,0,0
Dog Gone Trouble,Kevin Johnson,2021,Dziecięce;Familijne;Komedia,Big Sean;Pamela Adlon;Lucy Hale;Marissa Jaret Winokur;Wilmer Valderrama;Joel McHale;Seth Rollins;Damon Wayans Jr.;Olivia Holt;Carlos PenaVega;pies;przygoda;rodzina;humor;zwierzęta;dzieci;przyjaźń;odwaga;familijne,0,0
Niebieski cud,Julio Quintana,2021,Dziecięce;Familijne;Dramaty;Wiara;Duchowość,Jimmy Gonzales;Dennis Quaid;Anthony Gonzalez;Bruce McGill;Raymond Cruz;Nathan Arenas;Miguel Angel Garcia;Isaac Arellanes;Steve Gutierrez;Dana Wheeler-Nicholson;Fernanda Urrejola;Silverio Palacios;morze;dzieci;przygoda;wiara;rodzina;nadzieja;ratunek;emocje;przyjaźń;odwaga,0,0
Laboratorium duchów,Paween Purijitpanya,2021,Horrory;Filmy międzynarodowe;Thrillery,Thanapob Leeratanakachorn;Paris Intarakomalyasut;Nuttanicha Dungwattanawanich;Suquan Bulakul;Rachanee Siralert;Chaleeda Gilbert;Nuttawut Jenmana;Alanta Potjes;Anchuleeon Buagaew;Jinjuta Rattanaburi;horror;eksperyment;duchy;napięcie;przerażenie;zagrożenie;akcja;strach;tajemnica;laboratorium,0,0
Soy Rada: Serendipity,Pablo Faro,2021,Stand-Up Comedy,Agustín Aristarán;komedia;stand-up;humor;improwizacja;muzyka;emocje,0,0
Dzień w którym straciłem swój cień,Soudade Kaadan,2018,Dramaty;Filmy niezależne;Filmy międzynarodowe,Sawsan Arsheed;Reham Kassar;Samer Ismael;Owiss Mokhallati;Hanane Hajj Ali;Yassin Albokhari;Yamam Al Hassan;Noor Maghout;Mohammad Alsayyed Ali;Mostafa Alkar;Amal Assaf;Madonna Adib;Marwa Almassri;Abdel Nasser Maraqbi;utrata;cień;wojna;emocje;dramat;społeczeństwo;rodzina;przetrwanie;napięcie,0,0
Baggio: Boski kucyk,Letizia Lamartire,2021,Dramaty;Filmy międzynarodowe;Sport,Andrea Arcangeli;Valentina Bellè;Andrea Pennacchi;Antonio Zavatteri;Anna Ferruzzo;Riccardo Goretti;Thomas Trabacchi;Marc Clotet;Martufello;piłka nożna;biografia;sport;dramat;kariera;emocje;przygoda;rywalizacja;pasja,0,0
Gatao - Ostatni bezpański,Ray Jiang,2021,Akcja;Dramaty;Filmy międzynarodowe,Cheng Jen-shuo;Nikki Hsieh;Jack Kao;Lung Shao-hua;Alan Kuo;Alex Ko;Huang Shang-ho;Gary Tang;Chang Zhang-xing;Panda Wu;Samuel Ku;Justin Sheng;akcja;gangi;przestępczość;przygoda;dramat;walka;emocje;społeczeństwo;miasto,0,0
Nail Bomber: Pościg,Daniel Vernon,2021,Dokumentalne;Filmy międzynarodowe,terroryzm;dokument;śledztwo;zbrodnia;policja;przestępstwo;analiza;historia;społeczeństwo,0,0
Miejsce w gwiazdach,Steve Gukas,2014,Dramaty;Filmy międzynarodowe;Thrillery,Gideon Okeke;Dejumo Lewis;Segun Arinze;Amaka Mgbor;Mathilda Obaseki;Yemi Blaque;Lantana Ahmed;Patrick Otoro;Femi Brach;Ladi Alpha;kryminalny;korupcja;sprawiedliwość;policja;prawo;przestępczość;thriller polityczny;dramat;akcja;intryga;afrykański;Nigeria,0,0
Dom,Tim Johnson,2015,Dziecięce i familijne;Komedie;Sci-Fi i fantasy,Jim Parsons;Rihanna;Steve Martin;Jennifer Lopez;Matt Jones;Brian Stepanek;April Lawrence;obcy;przyjaźń;przygoda;ratowanie świata;humor;rodzina;animacja;kosmos;fantasy,0,0
Sam Smith: Love Goes - Live at Abbey Road Studios,,2020,Filmy międzynarodowe;Muzyczne i musicale,Sam Smith;koncert;muzyka;na żywo;Abby Road;piosenki;pop;show;performance,0,0
99 Piosenek,Vishwesh Krishnamoorthy,2021,Dramaty;Filmy międzynarodowe;Muzyczne i musicale,Ehan Bhat;Edilsy Vargas;Manisha Koirala;Lisa Ray;Tenzin Dalha;Warina Hussain;Ranjit Barot;Neel Tyagi;Rahul Ram;Diwakar Pundir;miłość;muzyka;kariera;piosenki;romans;dramat;indie;Indie;Indie music;artystyczny,0,0
99 Piosenek (Tamil),,2021,Dramaty;Filmy międzynarodowe;Muzyczne i musicale,miłość;muzyka;romans;piosenki;dramat;kariera;Tamil;Indie,0,0
99 Piosenek (Telugu),,2021,Dramaty;Filmy międzynarodowe;Muzyczne i musicale,miłość;muzyka;romans;piosenki;dramat;kariera;Telugu;Indie,0,0
Armia umarłych,Zack Snyder,2021,Akcja i przygoda;Horrory,Dave Bautista;Ella Purnell;Omari Hardwick;Garret Dillahunt;Ana de la Reguera;Theo Rossi;Matthias Schweighöfer;Nora Arnezeder;Hiroyuki Sanada;Tig Notaro;Raúl Castillo;Huma Qureshi;Samantha Win;Richard Cetrone;Michael Cassidy;zombie;apokalipsa;kasyno;Las Vegas;akcja;horror;przetrwanie;walka;grupa bohaterów;kryzys;terroryzm,0,0
Tworzenie armii umarłych,,2021,Dokumentalne,zombie;making of;film dokumentalny;produkcja;horror;akcja,0,0
Strain,Uduak-Obong Patrick,2020,Dramaty;Filmy międzynarodowe,Okey Uzoeshi;Angel Unigwe;Nifemi Lawal;Alex Usifo;Gloria Anozie-Young;Shushu Abubakar;Aproko Doctor;choroba;medycyna;napięcie;dramat;społeczny;zagrożenie;życie i śmierć;thriller medyczny;Nigerian cinema,0,0
678,Mohamed Diab,2009,Dramaty;Filmy niezależne;Filmy międzynarodowe,Maged El-Kidwani;Bassem Samra;Ahmed El Fishawy;Nelly Kariem;Boshra;Nahed El Sebaï;Marwa Mehran;Sawsan Badr;Omar El Saeed;Moataz Al-Demerdash;egipski;samochód;katastrofa;dramat społeczny;zagrożenie;korupcja;przestępczość;thriller;miasto,0,0
Asmaa,Amr Salama,2011,Dramaty;Filmy międzynarodowe,Hend Sabry;Maged El-Kidwani;Hany Adel;Sayed Rajab;Ahmed Kamal;Boutros Ghaly;Laila Ezz El Arab;Samia Asaad;Fatmah Adel;Mohamad Yones;Mohamed Abd El Azim;choroba;rak;walka o życie;dramat medyczny;rodzina;społeczeństwo;Egipt;inspiracja,0,0
Nienawiść do Petera Tatchella,Christopher Amos,2020,Dokumentalne;Filmy międzynarodowe;Filmy LGBTQ,",Peter Tatchell;LGBTQ;aktywist;społeczeństwo;polityka;dokument;walka o prawa;kontrowersje",0,0
Mały Singham: Przygody w przyszłości,Prakash Satam,2021,Dziecięce i familijne;Komedie,Anamaya Verma;Ganesh Divekar;Jigna Bharadhwaj;Saumya Daan;Sonal Kaushal;Sumriddhi Shukla;animacja;superbohater;humor;przygoda;młodzi bohaterowie;akcja;walka z przestępczością,0,0
Spy Kids: Wszystko w Twoim świecie,Robert Rodriguez,2011,Dziecięce i familijne;Komedie,Jessica Alba;Joel McHale;Rowan Blanchard;Mason Cook;Jeremy Piven;Alexa PenaVega;Daryl Sabara;Ricky Gervais;Danny Trejo;dziecięca szpiegowska;humor;przygoda;akcja;rodzina;ratowanie świata;gadżety;szpiedzy,0,0
Taxi nr 9211,Milan Luthria,2006,Dramaty;Filmy międzynarodowe;Thrillery,Nana Patekar;John Abraham;Sameera Reddy;Sonali Kulkarni;Shivaji Satham;Nassar Abdulla;Kurush Deboo;Smita Jaykar;taxi;przestępstwo;thriller;akcja;Indie;pościg;korupcja;dramat społeczny,0,0
Sabotaż,David Ayer,2014,Akcja i przygoda;Dramaty,Arnold Schwarzenegger;Sam Worthington;Olivia Williams;Terrence Howard;Joe Manganiello;Josh Holloway;Mireille Enos;Harold Perrineau;Martin Donovan;Max Martini;Mark Schlegel;Kevin Vance;akcja;przestępczość;detektyw;policja;napad;dramat;zdrada;thriller;gang,0,0
Kryminalna mała miejscowość,Eshom Nelms;Ian Nelms,2017,Thrillery,John Hawkes;Anthony Anderson;Octavia Spencer;Robert Forster;Clifton Collins Jr.;Jeremy Ratchford;James Lafferty;Michael Vartan;Daniel Sunjata;Don Harvey;Stefanie Scott;Caity Lotz;Dale Dickey;kryminał;detektyw;miasteczko;dramat;śledztwo;morderstwo;thriller;społeczność,0,0
Ostatnie dni,James Moll,1998,Dokumentalne,Holocaust;II wojna światowa;historia;dramat;świadectwa;obóz;prześladowania;nauka;edukacja;przetrwanie,0,0
Amy Tan: Nieplanowane wspomnienia,James Redford,2021,Dokumentalne,Amy Tan;pisarka;autobiografia;literatura;życie osobiste;Chiny;historia rodzinna;memoir,0,0
Wnuk Sardara,Kaashvie Nair,2021,Komedie;Dramaty;Filmy międzynarodowe,Arjun Kapoor;Neena Gupta;Rakul Preet Singh;Kumud Mishra;Aditi Rao Hydari;John Abraham;Kanwaljeet Singh;Soni Razdan;Masood Akhtar;Divya Seth;Ravjeet Singh;Akashdeep Sabir;rodzina;humor;Indie;relacje;miłość;dramat;komedia romantyczna;pokolenia;dziedzictwo,0,0
Sztuczki,J.D. Dillard,2016,Dramaty;Filmy niezależne;Sci-Fi i fantasy,Jacob Latimore;Seychelle Gabriel;Sasheer Zamata;Storm Reid;Cameron Esposito;,0,0
The Strange House,Daniel Prochaska,2020,Horrory;Filmy międzynarodowe;Thrillery,León Orlandianyi;Benno Roßkopf;Julia Koschitz;Marii Weichsler;Lars Bitterlich;Michael Pink;Inge Maux;Elfriede Schüsseleder;Michael Somma;Finn Reiter;Markus Stubeier;Luca Streussnig;dom;tajemnica;horror psychologiczny;strach;nadprzyrodzone;morderstwo;izolacja;sekrety;ciemność;groza,0,0
The Upshaws - Impreza po,,2021,Komedie,David Spade;London Hughes;Fortune Feimster;Wanda Sykes;Mike Epps;Kim Fields;rodzina;humor;przyjaźń;impreza;nieporozumienia;życie codzienne;USA;serial;komedia sytuacyjna,0,0
Kobieta w oknie,Joe Wright,2021,Dramaty;Thrillery,Amy Adams;Gary Oldman;Anthony Mackie;Fred Hechinger;Wyatt Russell;Brian Tyree Henry;Jennifer Jason Leigh;Jeanine Serralles;Mariah Bozeman;Julianne Moore;psychologiczny;tajemnica;szpiegostwo;paranoia;dom;izolacja;detektyw;zdrada;przestępstwo;thriller;zagadka,0,0
Warstwowa ciasto,Matthew Vaughn,2004,Filmy niezależne;Filmy międzynarodowe;Thrillery,Daniel Craig;Colm Meaney;Kenneth Cranham;Sienna Miller;Tom Hardy;Michael Gambon;George Harris;Jamie Foreman;Marcel Iures;Ben Whishaw;Tamer Hassan;gangsterzy;przestępczość;mafie;oszustwo;thriller;akcja;intrygi;drogi do władzy,0,0
Tottaa Pataaka Item Maal,Aditya Kripalani,2018,Dramaty;Filmy niezależne;Filmy międzynarodowe,Shalini Vatsa;Chitrangada Chakraborty;Vinay Sharma;Sonal Joshi;Kritika Pande;relacje;społeczeństwo;życie codzienne;dramat rodzinny;emocje;miłość;konflikt;przyjaźń,0,0
Fala kina: Filosofi Kopi,Adriano Rudiman,2020,Dokumentalne;Filmy międzynarodowe;Muzyczne i musicale,Maliq & D'Essentials;Fourtwnty;Gede Robi;Nadin Amizah;Ananda Badudu;Leanna Rachel;Rio Dewanto;Chicco Jerikho;kultura;muzyka;muzycy;historia;dokument;kawiarnia;indonezja;artystyczny;muzyczny,0,0
Taniec Czterdziestu Jeden,David Pablos,2021,Dramaty;Filmy niezależne;Filmy międzynarodowe,Alfonso Herrera;Emiliano Zurita;Mabel Cadena;Fernando Becerril;Paulina Álvarez Muñoz;historia;społeczeństwo;LGBTQ;przyjaźń;konflikt;emocje;dyskryminacja;dramat;emocjonalny;romans,0,0
Tlen,Alexandre Aja,2021,Dramaty;Filmy międzynarodowe;Thrillery,Mélanie Laurent;Mathieu Amalric;Malik Zidi;katastrofa;klaustrofobia;napowietrze;przetrwanie;psychologiczny;strach;akcja;horror;napinający;izolacja,0,0
Droga do Affy,Samuel Olatunji,2020,Komedie;Dramaty;Filmy międzynarodowe,Kehinde Bankole;Enyinna Nwigwe;Williams Uchemba;Toyin Abraham;Bimbo Ademoye;Timini Egbuson;Uzor Arukwe;Bimbo Akintola;Faithia Williams;Odunlade Adekola;Teni Entertainer;Bianca Ugo;romans;przyjaźń;miłość;komedia romantyczna;Nigeria;życie codzienne;emocje;rodzina;humor,0,0
Nielegalna kobieta,Ramon Térmens,2020,Dramaty;Filmy międzynarodowe,Daniel Faraldo;Isak Férriz;Yolanda Sey;Raquel Camón;Adeline Flaun;Klaudia Dudová;Boris Ruiz;Àngels Bassas;Ahmad Alhamsho;Abdel Aziz El Mountassir;przestępstwo;prawo;kobieta;dramat społeczny;emocje;zagrożenie;tajemnica;thriller psychologiczny,0,0
Śmiertelny przełącznik,Svetlana Cvetko,2019,Filmy niezależne;Thrillery,Teri Polo;Dylan Walsh;Danika Yarosh;Hayley McLaughlin;Bryce Durfee;Matt Passmore;Heather Mazur;Ashlyn Pearce;kryminalny;thriller;morderstwo;psychologiczny;intryga;emocje;zagrożenie;przełom,0,0
Nayattu,Martin Prakkat,2021,Dramaty;Filmy międzynarodowe;Thrillery,Kunchacko Boban;Joju George;Nimisha Sajayan;Jaffer Idukki;Yama Gilgamesh;Anil Nedumangad;Dineesh P;Vinod Sagar;akcja;thriller;polityczny;dramat;emocje;sprawiedliwość;przestępstwo;napinający,0,0
Bez snu,Baran bo Odar,2017,Akcja i przygoda,Jamie Foxx;Michelle Monaghan;Scoot McNairy;Dermot Mulroney;T.I.;David Harbour;Gabrielle Union;Octavius J. Johnson;Tim Connolly;Drew Sheer;akcja;przygoda;napinający;pościg;przestępstwo;bezsenność;adrenalina;zagrożenie;walki,0,0
Super Ja,Zhang Chong,2021,Akcja i przygoda;Dramaty;Filmy międzynarodowe,Darren Wang;Song Jia;Cao Bingkun;Wu Gang;Chin Shih-chieh;Wang Ziyi;Kevin Lee;supermoce;akcja;przygoda;emocje;fantasy;dramat;konflikt;bohater;ratowanie świata,0,0
Czy widziałeś kiedyś świetliki? - Sztuka teatralna,Yılmaz Erdoğan,1999,Dramaty;Filmy międzynarodowe,Demet Akbağ;Zerrin Sümer;Sinan Bengier;Salih Kalyon;Bican Günalan;Şebnem Sönmez;Binnur Kaya;Serhat Özcan;teatr;życie;społeczeństwo;emocje;rodzina;miłość;przyjaźń;konflikt;dramat psychologiczny,0,0
W ogrodach naszych matek,Shantrelle P. Lewis,2020,Dokumentalne,dokument;społeczeństwo;kultura;kobiety;historia;emocje;edukacja;refleksja;rola kobiet;świadomość,0,0
Kamień milowy,Ivan Ayr,2021,Dramaty;Filmy niezależne;Filmy międzynarodowe,Suvinder Vicky;Lakshvir Saran;Mohinder Gujral;Gurinder Makna;Daljeet Singh;Akhilesh Kumar;Gaurika Bhatt;Arun Aseng;dramat;przyjaźń;społeczność;młodość;rodzina;życie codzienne;wyzwania;emocje;relacje;dorastanie,0,0
